,Genus_Organism,Current_name_reviewed_AA,strain,ITS,TEF,TUB,rpb2,MAT1,MAT2,Genus_Host,Species_Host,Country,Title
12205,Neofusicoccum,Neofusicoccum hongkongense,CERC2968,KX278051,KX278156,KX278260,KX278282,NA,NA,Araucaria,Araucaria cunninghamii,China,Botryosphaeriaceae from Eucalyptus plantations and adjacent plants in China
12206,Neofusicoccum,Neofusicoccum hongkongense,CERC2973,KX278052,KX278157,KX278261,KX278283,NA,NA,Araucaria,Araucaria cunninghamii,China,Botryosphaeriaceae from Eucalyptus plantations and adjacent plants in China
12207,Neofusicoccum,Neofusicoccum illicii,CGMCC3_18311,KY350150,KY817756,KY350156,NA,NA,NA,Illicium,Illicium verum,China,"Three species of Neofusicoccum (Botryosphaeriaceae, Botryosphaeriales) associated with woody plants from Southern China"
12208,Neofusicoccum,Neofusicoccum illicii,CGMCC3_18312,KY350151,KY817757,KY350157,NA,NA,NA,Illicium,Illicium verum,China,"Three species of Neofusicoccum (Botryosphaeriaceae, Botryosphaeriales) associated with woody plants from Southern China"
12209,Neofusicoccum,Neofusicoccum illicii,CGMCC3_18313,KY350152,KY817758,KY350158,NA,NA,NA,Illicium,Illicium verum,China,"Three species of Neofusicoccum (Botryosphaeriaceae, Botryosphaeriales) associated with woody plants from Southern China"
12210,Neofusicoccum,Neofusicoccum illicii,BJFU2037,KY350149,NA,KY350155,NA,NA,NA,Illicium,Illicium verum,China,"Three species of Neofusicoccum (Botryosphaeriaceae, Botryosphaeriales) associated with woody plants from Southern China"
12211,Neofusicoccum,Neofusicoccum italicum,MFLUCC15_0900,KY856755,KY856754,NA,NA,NA,NA,Vitis,Vitis vinifera,Italy,Genera of phytopathogenic fungi: GOPHY 1
12212,Neofusicoccum,Neofusicoccum italicum,DHS15,MT126598,NA,NA,NA,NA,NA,NA,NA,NA,Study on the endophytic fungi and the diversity of secondary products of Mangrove
12213,Neofusicoccum,Neofusicoccum kwambonambiense,MUCC210,EU301016,EU339515,EU339478,EU339564,NA,NA,Corymbia,Corymbia torelliana,Australia,"The Neofusicoccum ribis-Neofusicoccum parvum species complex; a comparison of morphological, biological and phylogenetic species concepts"
12214,Neofusicoccum,Neofusicoccum kwambonambiense,MUCC157,EU339522,EU339516,EU339479,EU339565,NA,NA,Eucalyptus,Eucalyptus dunnii,Australia,"The Neofusicoccum ribis-Neofusicoccum parvum species complex; a comparison of morphological, biological and phylogenetic species concepts"
12215,Neofusicoccum,Neofusicoccum kwambonambiense,CBS123639,EU821900,EU821870,EU821840,EU821930,KY612505,KY612507,Syzygium,Syzygium cordatum,South Africa,Large-scale generation and analysis of filamentous fungal DNA barcodes boosts coverage for kingdom fungi and reveals thresholds for fungal species and higher taxon delimitation
12216,Neofusicoccum,Neofusicoccum kwambonambiense,CMW14140,EU821919,EU821889,EU821859,EU821949,NA,NA,Syzygium,Syzygium cordatum,South Africa,Multiple gene genealogies and phenotypic data reveal cryptic species of the Botryosphaeriaceae: a case study on the Neofusicoccum parvum/N. ribis complex
12217,Neofusicoccum,Neofusicoccum kwambonambiense,CMW14155,EU821923,EU821893,EU821863,EU821953,KX766039,KX766045,NA,NA,NA,Genomic insights into the mating strategies of species of the Botryosphaeriales
12218,Neofusicoccum,Neofusicoccum kwambonambiense,CMW14123,EU821924,EU821894,EU821864,EU821954,NA,NA,Syzygium,Syzygium cordatum,South Africa,Multiple gene genealogies and phenotypic data reveal cryptic species of the Botryosphaeriaceae: a case study on the Neofusicoccum parvum/N. ribis complex
12219,Neofusicoccum,Neofusicoccum kwambonambiense,CBS115184,NA,FJ150711,NA,NA,NA,NA,Protea,Protea cynaroides,Zimbabwe,Species of Botryosphaeriaceae occurring on Proteaceae
12220,Neofusicoccum,Neofusicoccum kwambonambiense,CMW26850,GQ471846,GQ471799,NA,NA,NA,NA,Terminalia,Terminalia sericea,South Africa,Phenotypic and molecular characterization of the Botryosphaeriaceae associated with native Terminalia spp. of Southern Africa
12221,Neofusicoccum,Neofusicoccum kwambonambiense,CMW26856,GQ471843,GQ471800,NA,NA,NA,NA,Terminalia,Terminalia sericea,South Africa,Phenotypic and molecular characterization of the Botryosphaeriaceae associated with native Terminalia spp. of Southern Africa
12222,Neofusicoccum,Neofusicoccum kwambonambiense,CMW26865,GQ471845,GQ471801,NA,NA,NA,NA,Terminalia,Terminalia sericea,South Africa,Phenotypic and molecular characterization of the Botryosphaeriaceae associated with native Terminalia spp. of Southern Africa
12223,Neofusicoccum,Neofusicoccum kwambonambiense,CMW37400,JQ744565,JQ744586,NA,NA,NA,NA,Eucalyptus,Eucalyptus grandis,NA,Muti-locus DNA sequencing reveals novel host associations of Botryosphaeriaceae in the Myrtaceae
12224,Neofusicoccum,Neofusicoccum kwambonambiense,CMW37399,JQ744566,JQ744587,NA,NA,NA,NA,Eucalyptus,Eucalyptus grandis,NA,Muti-locus DNA sequencing reveals novel host associations of Botryosphaeriaceae in the Myrtaceae
12225,Neofusicoccum,Neofusicoccum kwambonambiense,CMW37401,JQ744567,JQ744588,NA,NA,NA,NA,Syzygium,Syzygium cordatum,NA,Muti-locus DNA sequencing reveals novel host associations of Botryosphaeriaceae in the Myrtaceae
12226,Neofusicoccum,Neofusicoccum kwambonambiense,CMW37402,JQ744568,JQ744589,NA,NA,NA,NA,Syzygium,Syzygium cordatum,NA,Muti-locus DNA sequencing reveals novel host associations of Botryosphaeriaceae in the Myrtaceae
12227,Neofusicoccum,Neofusicoccum kwambonambiense,CMW37389,JQ744569,JQ744590,NA,NA,NA,NA,Eucalyptus,Eucalyptus grandis,NA,Muti-locus DNA sequencing reveals novel host associations of Botryosphaeriaceae in the Myrtaceae
12228,Neofusicoccum,Neofusicoccum kwambonambiense,CMW37398,JQ744570,JQ744591,NA,NA,NA,NA,Eucalyptus,Eucalyptus grandis,NA,Muti-locus DNA sequencing reveals novel host associations of Botryosphaeriaceae in the Myrtaceae
12229,Neofusicoccum,Neofusicoccum kwambonambiense,CMW37391,JQ744571,JQ744592,NA,NA,NA,NA,Eucalyptus,Eucalyptus grandis,NA,Muti-locus DNA sequencing reveals novel host associations of Botryosphaeriaceae in the Myrtaceae
12230,Neofusicoccum,Neofusicoccum kwambonambiense,CMW37405,JQ744572,JQ744593,NA,NA,NA,NA,Syzygium,Syzygium cordatum,NA,Muti-locus DNA sequencing reveals novel host associations of Botryosphaeriaceae in the Myrtaceae
12231,Neofusicoccum,Neofusicoccum kwambonambiense,CMW37397,JQ744573,JQ744594,NA,NA,NA,NA,Eucalyptus,Eucalyptus grandis,NA,Muti-locus DNA sequencing reveals novel host associations of Botryosphaeriaceae in the Myrtaceae
12232,Neofusicoccum,Neofusicoccum kwambonambiense,CMW37390,JQ744574,JQ744595,NA,NA,NA,NA,Eucalyptus,Eucalyptus grandis,NA,Muti-locus DNA sequencing reveals novel host associations of Botryosphaeriaceae in the Myrtaceae
12233,Neofusicoccum,Neofusicoccum kwambonambiense,CMW37404,JQ744575,JQ744596,NA,NA,NA,NA,Syzygium,Syzygium cordatum,NA,Muti-locus DNA sequencing reveals novel host associations of Botryosphaeriaceae in the Myrtaceae
12234,Neofusicoccum,Neofusicoccum kwambonambiense,CCF110,KC507813,KC507810,KC507807,KC507804,NA,NA,Fragaria,Fragaria sp.,Brazil,First report of fruit rot caused by Neofusicoccum spp. on strawberry in Brazil
12235,Neofusicoccum,Neofusicoccum kwambonambiense,CMW38132,KC769923,KC769834,KC769878,NA,NA,NA,Vachellia,Vachellia karroo,South Africa,"Temporal distribution of endophytic Botryosphaeriaceae in Acacia karroo in the Tshwane metropolitan area, South Africa"
12236,Neofusicoccum,Neofusicoccum kwambonambiense,CMW38133,KC769924,KC769835,KC769879,NA,NA,NA,Vachellia,Vachellia karroo,South Africa,"Temporal distribution of endophytic Botryosphaeriaceae in Acacia karroo in the Tshwane metropolitan area, South Africa"
12237,Neofusicoccum,Neofusicoccum kwambonambiense,CMW38426,KC769948,KC769861,KF512019,NA,NA,NA,Celtis,Celtis africana,South Africa,"Botryosphaeriaceae species overlap on four unrelated, native South African hosts"
12238,Neofusicoccum,Neofusicoccum kwambonambiense,CMW38131,KC769949,KC769862,KC769902,NA,NA,NA,Vachellia,Vachellia karroo,South Africa,"Botryosphaeriaceae species overlap on four unrelated, native South African hosts"
12239,Neofusicoccum,Neofusicoccum kwambonambiense,CMW37256,KF432944,KF454685,KF454699,NA,NA,NA,Cocos,Cocos nucifera,Mozambique,Disease of Eucalypts in Mozambique
12240,Neofusicoccum,Neofusicoccum kwambonambiense,CMW37298,KF432945,KF454686,KF454700,NA,NA,NA,Eucalyptus,Eucalyptus sp.,Mozambique,Disease of Eucalypts in Mozambique
12241,Neofusicoccum,Neofusicoccum kwambonambiense,CMW37291,KF432948,KF454689,KF454703,NA,NA,NA,Eucalyptus,Eucalyptus camaldulensis,Mozambique,Disease of Eucalypts in Mozambique
12242,Neofusicoccum,Neofusicoccum kwambonambiense,CMW38311,KF432949,KF454690,KF454704,NA,NA,NA,Eucalyptus,Eucalyptus grandis,Mozambique,Disease of Eucalypts in Mozambique
12243,Neofusicoccum,Neofusicoccum kwambonambiense,CMW35493,KM103236,KM103170,KM103193,KM103205,NA,NA,NA,NA,South Africa,Botryosphaeriaceae associated with Podocarpaceae in South Africa
12244,Neofusicoccum,Neofusicoccum kwambonambiense,CMW35502,KM103240,KM103174,KM103197,KM103209,NA,NA,NA,NA,South Africa,Botryosphaeriaceae associated with Podocarpaceae in South Africa
12245,Neofusicoccum,Neofusicoccum kwambonambiense,CMW42349,KP860870,KP860713,KP860790,KU587915,NA,NA,Rhizophora,Rhizophora mucronata,South Africa,"Endophytic Botryosphaeriaceae, including five new species, associated with mangrove trees in South Africa"
12246,Neofusicoccum,Neofusicoccum kwambonambiense,CMW41369,KP860886,KP860729,KP860806,KU587930,NA,NA,Bruguiera,Bruguiera gymnorhiza,South Africa,"Endophytic Botryosphaeriaceae, including five new species, associated with mangrove trees in South Africa"
12247,Neofusicoccum,Neofusicoccum kwambonambiense,CAA755,KT440946,KT441006,KX505917,NA,KX505938,KX505878,Eucalyptus,Eucalyptus globulus,Portugal,Mating type genes as phylogenetic markers to delimit Neofusicoccum species
12248,Neofusicoccum,Neofusicoccum kwambonambiense,CBS102.17,KX464169,KX464686,KX464964,NA,NA,NA,Carya,Carya illinoiensis,United States of America,"Families, genera, and species of Botryosphaeriales"
12249,Neofusicoccum,Neofusicoccum kwambonambiense,CBS123640,DQ316080,KX464687,KX464965,EU821931,NA,NA,Syzygium,Syzygium cordatum,South Africa,"Families, genera, and species of Botryosphaeriales"
12250,Neofusicoccum,Neofusicoccum kwambonambiense,CHA06,KY052904,KY024596,NA,NA,NA,NA,Syzygium,Syzygium cordatum,South Africa,Communities of the Botryosphaeriaceae along a temperature cline on a native tree host
12251,Neofusicoccum,Neofusicoccum kwambonambiense,MAN28,KY052923,KY024606,KY000109,NA,NA,NA,Syzygium,Syzygium cordatum,South Africa,Communities of the Botryosphaeriaceae along a temperature cline on a native tree host
12252,Neofusicoccum,Neofusicoccum kwambonambiense,MTU04,KY052935,KY024616,NA,NA,NA,NA,Syzygium,Syzygium cordatum,South Africa,Communities of the Botryosphaeriaceae along a temperature cline on a native tree host
12253,Neofusicoccum,Neofusicoccum kwambonambiense,38412,KY052987,KY024656,KY000159,NA,NA,NA,Syzygium,Syzygium cordatum,South Africa,Communities of the Botryosphaeriaceae along a temperature cline on a native tree host
12254,Neofusicoccum,Neofusicoccum kwambonambiense,DAR83076,MH168636,MH252408,NA,MH215460,NA,NA,Vaccinium,Vaccinium myrtillus,Australia,Botryosphaeriales associated with stem blight and dieback of blueberry (Vaccinium spp.) in New South Wales and Western Australia
12255,Neofusicoccum,Neofusicoccum kwambonambiense,DAR83077,MH168633,MH252409,NA,MH215465,NA,NA,Vaccinium,Vaccinium myrtillus,Australia,Botryosphaeriales associated with stem blight and dieback of blueberry (Vaccinium spp.) in New South Wales and Western Australia
12256,Neofusicoccum,Neofusicoccum kwambonambiense,DAR83096,MH168635,MH252410,NA,MH215463,NA,NA,Vaccinium,Vaccinium myrtillus,Australia,Botryosphaeriales associated with stem blight and dieback of blueberry (Vaccinium spp.) in New South Wales and Western Australia
12257,Neofusicoccum,Neofusicoccum kwambonambiense,DAR83079,MH168634,MH252411,NA,MH215461,NA,NA,Vaccinium,Vaccinium myrtillus,Australia,Botryosphaeriales associated with stem blight and dieback of blueberry (Vaccinium spp.) in New South Wales and Western Australia
12258,Neofusicoccum,Neofusicoccum kwambonambiense,DAR83097,MH168637,MH252412,NA,MH215464,NA,NA,Vaccinium,Vaccinium myrtillus,Australia,Botryosphaeriales associated with stem blight and dieback of blueberry (Vaccinium spp.) in New South Wales and Western Australia
12259,Neofusicoccum,Neofusicoccum kwambonambiense,DAR82924,MH168631,MH252413,NA,MH215459,NA,NA,Vaccinium,Vaccinium myrtillus,Australia,Botryosphaeriales associated with stem blight and dieback of blueberry (Vaccinium spp.) in New South Wales and Western Australia
12260,Neofusicoccum,Neofusicoccum kwambonambiense,DAR82927,MH168632,MH252414,NA,MH215462,NA,NA,Vaccinium,Vaccinium myrtillus,Australia,Botryosphaeriales associated with stem blight and dieback of blueberry (Vaccinium spp.) in New South Wales and Western Australia
12261,Neofusicoccum,Neofusicoccum kwambonambiense,16_74,MH809523,MH809511,NA,NA,NA,NA,Fragaria,Fragaria x ananassa,United States of America,First Report of Lasiodiplodia theobromae and Neofusicoccum spp. Causing Fruit Rot on Strawberry in the United States
12262,Neofusicoccum,Neofusicoccum kwambonambiense,16_75,NA,MH809512,NA,NA,NA,NA,Fragaria,Fragaria x ananassa,United States of America,First Report of Lasiodiplodia theobromae and Neofusicoccum spp. Causing Fruit Rot on Strawberry in the United States
12263,Neofusicoccum,Neofusicoccum kwambonambiense,16_77,MH809525,MH809513,NA,NA,NA,NA,Fragaria,Fragaria x ananassa,United States of America,First Report of Lasiodiplodia theobromae and Neofusicoccum spp. Causing Fruit Rot on Strawberry in the United States
12264,Neofusicoccum,Neofusicoccum kwambonambiense,XKD_1,MK217323,MK246813,NA,NA,NA,NA,NA,NA,China,First Report of Neofusicoccum kwambonambiense Causing Root Rot of Strawberry in China
12265,Neofusicoccum,Neofusicoccum kwambonambiense,STE_U4379,AF452525,NA,NA,NA,NA,NA,NA,NA,NA,Circumscription of Botryosphaeria species associated with Proteaceae based on morphology and DNA sequence data
12266,Neofusicoccum,Neofusicoccum kwambonambiense,CMW14031,DQ316076,NA,NA,FJ389280,NA,NA,Syzygium,Syzygium cordatum,South Africa,Molecular and phenotypic characterization of three phylogenetic species discovered within the Neofisicoccum parvum/N. ribis complex
12267,Neofusicoccum,Neofusicoccum kwambonambiense,WAC12727,EF585518,NA,NA,NA,NA,NA,Sesbania,Sesbania formosa,Australia,"Botryosphaeriaceae associated with fruit trees in sub-tropical Australia, including the description of Pseudofusicoccum sp. nov"
12268,Neofusicoccum,Neofusicoccum kwambonambiense,MUCC209,EU301015,NA,NA,NA,NA,NA,Corymbia,Corymbia torelliana,Australia,Fungal pathogens of planted eucalypts in northern Queensland
12269,Neofusicoccum,Neofusicoccum kwambonambiense,MUCC206,EU301018,NA,NA,NA,NA,NA,Corymbia,Corymbia torelliana,Australia,Fungal pathogens of planted eucalypts in northern Queensland
12270,Neofusicoccum,Neofusicoccum kwambonambiense,MUCC291,EU301019,NA,NA,NA,NA,NA,Eucalyptus,Eucalyptus pellita,Australia,Fungal pathogens of planted eucalypts in northern Queensland
12271,Neofusicoccum,Neofusicoccum kwambonambiense,MUCC140,EU339521,NA,NA,NA,NA,NA,Eucalyptus,Eucalyptus dunnii,Australia,"The Neofusicoccum ribis-Neofusicoccum parvum species complex; a comparison of morphological, biological and phylogenetic species concepts"
12272,Neofusicoccum,Neofusicoccum kwambonambiense,CMW26860,GQ471844,NA,NA,NA,NA,NA,Terminalia,Terminalia sericea,South Africa,Phenotypic and molecular characterization of the Botryosphaeriaceae associated with native Terminalia spp. of Southern Africa
12273,Neofusicoccum,Neofusicoccum kwambonambiense,CMW26853,GQ471847,NA,NA,NA,NA,NA,Terminalia,Terminalia sericea,South Africa,Phenotypic and molecular characterization of the Botryosphaeriaceae associated with native Terminalia spp. of Southern Africa
12274,Neofusicoccum,Neofusicoccum kwambonambiense,CMW26855,GQ471848,NA,NA,NA,NA,NA,Terminalia,Terminalia sericea,South Africa,Phenotypic and molecular characterization of the Botryosphaeriaceae associated with native Terminalia spp. of Southern Africa
12275,Neofusicoccum,Neofusicoccum kwambonambiense,V303,JX271829,NA,NA,JX283446,NA,NA,Vitis,Vitis sp.,Uruguay,Characterization of Botryosphaeriaceae species associated with grapevines in Uruguay
12276,Neofusicoccum,Neofusicoccum kwambonambiense,CMW25198,KU997386,NA,KU997562,NA,NA,NA,Mangifera,Mangifera indica,South Africa,Overlap of latent pathogens in the Botryosphaeriaceae on a native and agricultural host
12277,Neofusicoccum,Neofusicoccum kwambonambiense,CMW25209,KU997390,NA,KU997565,NA,NA,NA,Mangifera,Mangifera indica,South Africa,Overlap of latent pathogens in the Botryosphaeriaceae on a native and agricultural host
12278,Neofusicoccum,Neofusicoccum kwambonambiense,CMW28428,KU997428,NA,NA,NA,NA,NA,Mangifera,Mangifera indica,South Africa,Overlap of latent pathogens in the Botryosphaeriaceae on a native and agricultural host
12279,Neofusicoccum,Neofusicoccum kwambonambiense,CMW28430,KU997430,NA,KU997573,NA,NA,NA,Mangifera,Mangifera indica,South Africa,Overlap of latent pathogens in the Botryosphaeriaceae on a native and agricultural host
12280,Neofusicoccum,Neofusicoccum kwambonambiense,CMW28503,KU997447,NA,KU997575,NA,NA,NA,Mangifera,Mangifera indica,South Africa,Overlap of latent pathogens in the Botryosphaeriaceae on a native and agricultural host
12281,Neofusicoccum,Neofusicoccum kwambonambiense,MAN22226,KU997506,NA,KU997599,NA,NA,NA,Mangifera,Mangifera indica,South Africa,Overlap of latent pathogens in the Botryosphaeriaceae on a native and agricultural host
12282,Neofusicoccum,Neofusicoccum kwambonambiense,MAN27316,KU997524,NA,KU997602,NA,NA,NA,Mangifera,Mangifera indica,South Africa,Overlap of latent pathogens in the Botryosphaeriaceae on a native and agricultural host
12283,Neofusicoccum,Neofusicoccum kwambonambiense,MAN210316,KU997532,NA,KU997605,NA,NA,NA,Mangifera,Mangifera indica,South Africa,Overlap of latent pathogens in the Botryosphaeriaceae on a native and agricultural host
12284,Neofusicoccum,Neofusicoccum kwambonambiense,CHA08,KY052905,NA,NA,NA,NA,NA,Syzygium,Syzygium cordatum,South Africa,Communities of the Botryosphaeriaceae along a temperature cline on a native tree host
12285,Neofusicoccum,Neofusicoccum kwambonambiense,CHA10,KY052907,NA,NA,NA,NA,NA,Syzygium,Syzygium cordatum,South Africa,Communities of the Botryosphaeriaceae along a temperature cline on a native tree host
